lat,lon,timestamp,significant_wave_height_m,wave_period_s,swell_height_m,swell_direction_deg
14.333333333333329,73.41666666666666,2026-09-01T03:00:00Z,2.14,8.8,1.58,273.1
14.333333333333329,73.5,2026-09-01T03:00:00Z,2.08,8.8,1.36,258.7
14.333333333333329,73.58333333333331,2026-09-01T03:00:00Z,2.03,8.7,1.33,258.7
14.333333333333329,73.66666666666666,2026-09-01T03:00:00Z,1.99,8.7,1.31,258.9
14.333333333333329,73.75,2026-09-01T03:00:00Z,1.95,8.7,1.29,258.9
14.333333333333329,73.83333333333331,2026-09-01T03:00:00Z,1.93,8.7,1.28,259.3
14.333333333333329,73.91666666666666,2026-09-01T03:00:00Z,1.9,8.8,1.28,259.6
14.333333333333329,74.0,2026-09-01T03:00:00Z,1.88,8.8,1.27,259.8
14.333333333333329,74.08333333333331,2026-09-01T03:00:00Z,1.85,8.8,1.26,260.4
14.333333333333329,74.16666666666666,2026-09-01T03:00:00Z,1.82,8.8,1.25,260.4
14.333333333333329,74.25,2026-09-01T03:00:00Z,1.77,8.8,1.22,260.4
14.333333333333329,74.33333333333331,2026-09-01T03:00:00Z,1.69,8.7,1.19,260.3
14.333333333333329,80.25,2026-09-01T03:00:00Z,0.54,11.3,0.49,149.4
14.333333333333329,80.33333333333331,2026-09-01T03:00:00Z,0.7,11.5,0.65,148.4
14.333333333333329,80.41666666666663,2026-09-01T03:00:00Z,0.83,11.9,0.69,152.7
14.333333333333329,80.5,2026-09-01T03:00:00Z,1.01,13.1,0.72,155.7
14.333333333333329,80.58333333333331,2026-09-01T03:00:00Z,1.13,14.6,0.9,157.5
14.333333333333329,80.66666666666663,2026-09-01T03:00:00Z,1.21,15.1,0.97,158.3
14.333333333333329,80.75,2026-09-01T03:00:00Z,1.28,15.3,1.0,158.3
14.333333333333329,80.83333333333331,2026-09-01T03:00:00Z,1.33,15.5,1.02,159.3
14.333333333333329,80.91666666666663,2026-09-01T03:00:00Z,1.38,15.7,1.02,159.2
14.333333333333329,81.0,2026-09-01T03:00:00Z,1.43,16.1,0.99,159.7
14.416666666666657,73.0,2026-09-01T03:00:00Z,2.25,8.9,1.74,275.7
14.416666666666657,73.08333333333331,2026-09-01T03:00:00Z,2.25,8.9,1.73,275.6
14.416666666666657,73.16666666666666,2026-09-01T03:00:00Z,2.25,8.9,1.72,275.3
14.416666666666657,73.25,2026-09-01T03:00:00Z,2.23,8.9,1.7,275.3
14.416666666666657,73.33333333333331,2026-09-01T03:00:00Z,2.19,8.8,1.59,272.0
14.416666666666657,73.41666666666666,2026-09-01T03:00:00Z,2.14,8.8,1.39,258.5
14.416666666666657,73.5,2026-09-01T03:00:00Z,2.07,8.8,1.35,258.2
14.416666666666657,73.58333333333331,2026-09-01T03:00:00Z,2.02,8.7,1.33,258.1
14.416666666666657,73.66666666666666,2026-09-01T03:00:00Z,1.97,8.7,1.31,258.3
14.416666666666657,73.75,2026-09-01T03:00:00Z,1.93,8.7,1.29,258.3
14.416666666666657,73.83333333333331,2026-09-01T03:00:00Z,1.9,8.7,1.28,258.5
14.416666666666657,73.91666666666666,2026-09-01T03:00:00Z,1.89,8.8,1.28,259.0
14.416666666666657,74.0,2026-09-01T03:00:00Z,1.87,8.8,1.28,259.3
14.416666666666657,74.08333333333331,2026-09-01T03:00:00Z,1.84,8.8,1.27,259.7
14.416666666666657,74.16666666666666,2026-09-01T03:00:00Z,1.8,8.8,1.25,259.9
14.416666666666657,74.25,2026-09-01T03:00:00Z,1.75,8.8,1.24,259.9
14.416666666666657,74.33333333333331,2026-09-01T03:00:00Z,1.67,8.7,1.22,259.6
14.416666666666657,80.25,2026-09-01T03:00:00Z,0.57,10.8,0.54,143.5
14.416666666666657,80.33333333333331,2026-09-01T03:00:00Z,0.72,11.3,0.66,147.4
14.416666666666657,80.41666666666663,2026-09-01T03:00:00Z,0.85,12.2,0.7,153.2
14.416666666666657,80.5,2026-09-01T03:00:00Z,1.0,14.6,0.71,156.9
14.416666666666657,80.58333333333331,2026-09-01T03:00:00Z,1.11,15.0,0.9,157.8
14.416666666666657,80.66666666666663,2026-09-01T03:00:00Z,1.19,15.2,0.96,158.7
14.416666666666657,80.75,2026-09-01T03:00:00Z,1.26,15.3,0.99,158.7
14.416666666666657,80.83333333333331,2026-09-01T03:00:00Z,1.31,15.5,1.02,159.8
14.416666666666657,80.91666666666663,2026-09-01T03:00:00Z,1.36,15.8,1.03,160.4
14.416666666666657,81.0,2026-09-01T03:00:00Z,1.4,16.3,1.0,161.3
14.5,73.0,2026-09-01T03:00:00Z,2.26,8.9,1.75,275.5
14.5,73.08333333333331,2026-09-01T03:00:00Z,2.25,8.9,1.75,275.4
14.5,73.16666666666666,2026-09-01T03:00:00Z,2.25,8.9,1.73,275.1
14.5,73.25,2026-09-01T03:00:00Z,2.23,8.9,1.72,275.1
14.5,73.33333333333331,2026-09-01T03:00:00Z,2.2,8.8,1.64,274.3
14.5,73.41666666666666,2026-09-01T03:00:00Z,2.15,8.8,1.45,262.1
14.5,73.5,2026-09-01T03:00:00Z,2.09,8.8,1.37,258.1
14.5,73.58333333333331,2026-09-01T03:00:00Z,2.04,8.8,1.36,258.0
14.5,73.66666666666666,2026-09-01T03:00:00Z,1.99,8.8,1.34,258.0
14.5,73.75,2026-09-01T03:00:00Z,1.94,8.8,1.32,258.0
14.5,73.83333333333331,2026-09-01T03:00:00Z,1.91,8.8,1.3,258.2
14.5,73.91666666666666,2026-09-01T03:00:00Z,1.88,8.8,1.29,258.5
14.5,74.0,2026-09-01T03:00:00Z,1.85,8.8,1.28,258.7
14.5,74.08333333333331,2026-09-01T03:00:00Z,1.82,8.8,1.27,258.9
14.5,74.16666666666666,2026-09-01T03:00:00Z,1.78,8.8,1.25,259.0
14.5,74.25,2026-09-01T03:00:00Z,1.72,8.8,1.29,259.0
14.5,74.33333333333331,2026-09-01T03:00:00Z,1.67,8.8,1.37,263.5
14.5,80.25,2026-09-01T03:00:00Z,0.57,11.6,0.54,144.6
14.5,80.33333333333331,2026-09-01T03:00:00Z,0.73,11.7,0.66,147.5
14.5,80.41666666666663,2026-09-01T03:00:00Z,0.86,12.1,0.75,154.1
14.5,80.5,2026-09-01T03:00:00Z,0.98,13.5,0.84,157.8
14.5,80.58333333333331,2026-09-01T03:00:00Z,1.08,14.8,0.93,158.1
14.5,80.66666666666663,2026-09-01T03:00:00Z,1.16,15.1,0.97,159.4
14.5,80.75,2026-09-01T03:00:00Z,1.23,15.3,0.99,159.4
14.5,80.83333333333331,2026-09-01T03:00:00Z,1.28,15.5,1.0,160.1
14.5,80.91666666666663,2026-09-01T03:00:00Z,1.33,15.8,0.99,160.8
14.5,81.0,2026-09-01T03:00:00Z,1.37,16.3,0.94,159.9
14.583333333333329,73.0,2026-09-01T03:00:00Z,2.26,8.9,1.73,274.6
14.583333333333329,73.08333333333331,2026-09-01T03:00:00Z,2.26,8.9,1.73,274.8
14.583333333333329,73.16666666666666,2026-09-01T03:00:00Z,2.25,8.9,1.72,274.2
14.583333333333329,73.25,2026-09-01T03:00:00Z,2.23,8.8,1.66,274.2
14.583333333333329,73.33333333333331,2026-09-01T03:00:00Z,2.19,8.8,1.54,267.8
14.583333333333329,73.41666666666666,2026-09-01T03:00:00Z,2.14,8.8,1.4,258.0
14.583333333333329,73.5,2026-09-01T03:00:00Z,2.08,8.8,1.39,257.5
14.583333333333329,73.58333333333331,2026-09-01T03:00:00Z,2.03,8.8,1.44,261.4
14.583333333333329,73.66666666666666,2026-09-01T03:00:00Z,1.97,8.8,1.58,271.9
14.583333333333329,73.75,2026-09-01T03:00:00Z,1.92,8.8,1.62,271.9
14.583333333333329,73.83333333333331,2026-09-01T03:00:00Z,1.89,8.8,1.59,271.9
14.583333333333329,73.91666666666666,2026-09-01T03:00:00Z,1.85,8.8,1.57,271.7
14.583333333333329,74.0,2026-09-01T03:00:00Z,1.82,8.8,1.55,271.4
14.583333333333329,74.08333333333331,2026-09-01T03:00:00Z,1.78,8.8,1.52,270.6
14.583333333333329,74.16666666666666,2026-09-01T03:00:00Z,1.73,8.8,1.48,269.2
14.583333333333329,74.25,2026-09-01T03:00:00Z,1.65,8.8,1.43,269.2
14.583333333333329,74.33333333333331,2026-09-01T03:00:00Z,1.41,8.7,1.26,267.4
14.583333333333329,80.25,2026-09-01T03:00:00Z,0.48,11.7,0.44,145.1
14.583333333333329,80.33333333333331,2026-09-01T03:00:00Z,0.66,11.9,0.61,147.7
14.583333333333329,80.41666666666663,2026-09-01T03:00:00Z,0.85,12.5,0.76,152.2
14.583333333333329,80.5,2026-09-01T03:00:00Z,0.97,14.6,0.79,162.0
14.583333333333329,80.58333333333331,2026-09-01T03:00:00Z,1.06,14.9,0.92,158.8
14.583333333333329,80.66666666666663,2026-09-01T03:00:00Z,1.14,15.0,0.97,160.2
14.583333333333329,80.75,2026-09-01T03:00:00Z,1.2,15.2,1.0,160.2
14.583333333333329,80.83333333333331,2026-09-01T03:00:00Z,1.26,15.4,1.04,161.4
14.583333333333329,80.91666666666663,2026-09-01T03:00:00Z,1.3,15.7,1.05,163.2
14.583333333333329,81.0,2026-09-01T03:00:00Z,1.35,16.1,0.9,157.8
14.666666666666657,73.0,2026-09-01T03:00:00Z,2.27,8.9,1.7,273.5
14.666666666666657,73.08333333333331,2026-09-01T03:00:00Z,2.27,8.9,1.7,273.3
14.666666666666657,73.16666666666666,2026-09-01T03:00:00Z,2.25,8.8,1.69,272.7
14.666666666666657,73.25,2026-09-01T03:00:00Z,2.2,8.8,1.56,272.7
14.666666666666657,73.33333333333331,2026-09-01T03:00:00Z,2.15,8.8,1.47,258.2
14.666666666666657,73.41666666666666,2026-09-01T03:00:00Z,2.1,8.8,1.56,269.6
14.666666666666657,73.5,2026-09-01T03:00:00Z,2.06,8.9,1.58,269.2
14.666666666666657,73.58333333333331,2026-09-01T03:00:00Z,1.98,8.9,1.59,269.9
14.666666666666657,73.66666666666666,2026-09-01T03:00:00Z,1.93,8.9,1.64,270.7
14.666666666666657,73.75,2026-09-01T03:00:00Z,1.89,8.8,1.64,270.7
14.666666666666657,73.83333333333331,2026-09-01T03:00:00Z,1.85,8.8,1.62,270.9
14.666666666666657,73.91666666666666,2026-09-01T03:00:00Z,1.82,8.8,1.59,270.9
14.666666666666657,74.0,2026-09-01T03:00:00Z,1.78,8.8,1.56,270.5
14.666666666666657,74.08333333333331,2026-09-01T03:00:00Z,1.73,8.8,1.51,269.0
14.666666666666657,74.16666666666666,2026-09-01T03:00:00Z,1.65,8.6,1.44,266.2
14.666666666666657,80.25,2026-09-01T03:00:00Z,0.5,10.6,0.43,148.2
14.666666666666657,80.33333333333331,2026-09-01T03:00:00Z,0.66,11.6,0.61,149.7
14.666666666666657,80.41666666666663,2026-09-01T03:00:00Z,0.84,12.7,0.78,152.9
14.666666666666657,80.5,2026-09-01T03:00:00Z,0.96,14.3,0.87,158.0
14.666666666666657,80.58333333333331,2026-09-01T03:00:00Z,1.04,14.7,0.96,162.3
14.666666666666657,80.66666666666663,2026-09-01T03:00:00Z,1.11,14.9,1.02,164.8
14.666666666666657,80.75,2026-09-01T03:00:00Z,1.18,15.1,1.05,164.8
14.666666666666657,80.83333333333331,2026-09-01T03:00:00Z,1.23,15.2,1.05,164.2
14.666666666666657,80.91666666666663,2026-09-01T03:00:00Z,1.28,15.5,0.99,160.2
14.666666666666657,81.0,2026-09-01T03:00:00Z,1.32,15.9,0.87,157.7
14.75,73.0,2026-09-01T03:00:00Z,2.27,8.9,1.68,272.7
14.75,73.08333333333331,2026-09-01T03:00:00Z,2.27,8.9,1.68,272.3
14.75,73.16666666666666,2026-09-01T03:00:00Z,2.24,8.8,1.67,271.8
14.75,73.25,2026-09-01T03:00:00Z,2.18,8.8,1.6,271.8
14.75,73.33333333333331,2026-09-01T03:00:00Z,2.02,8.8,1.47,272.2
14.75,73.41666666666666,2026-09-01T03:00:00Z,1.79,9.5,1.34,275.6
14.75,73.5,2026-09-01T03:00:00Z,1.7,12.9,1.28,277.9
14.75,73.58333333333331,2026-09-01T03:00:00Z,1.73,12.7,1.37,279.7
14.75,73.66666666666666,2026-09-01T03:00:00Z,1.75,12.8,1.29,194.1
14.75,73.75,2026-09-01T03:00:00Z,1.75,13.0,1.19,194.1
14.75,73.83333333333331,2026-09-01T03:00:00Z,1.74,11.9,1.14,202.3
14.75,73.91666666666666,2026-09-01T03:00:00Z,1.72,10.1,1.17,204.8
14.75,74.0,2026-09-01T03:00:00Z,1.68,12.0,1.36,255.8
14.75,74.08333333333331,2026-09-01T03:00:00Z,1.57,10.4,1.35,269.7
14.75,74.16666666666666,2026-09-01T03:00:00Z,1.38,9.1,1.21,265.2
14.75,80.25,2026-09-01T03:00:00Z,0.54,10.7,0.44,147.7
14.75,80.33333333333331,2026-09-01T03:00:00Z,0.69,11.7,0.62,150.7
14.75,80.41666666666663,2026-09-01T03:00:00Z,0.84,12.8,0.79,153.5
14.75,80.5,2026-09-01T03:00:00Z,0.95,14.0,0.91,157.7
14.75,80.58333333333331,2026-09-01T03:00:00Z,1.02,14.6,0.98,161.5
14.75,80.66666666666663,2026-09-01T03:00:00Z,1.09,14.8,1.03,162.7
14.75,80.75,2026-09-01T03:00:00Z,1.15,14.9,1.04,162.7
14.75,80.83333333333331,2026-09-01T03:00:00Z,1.2,15.1,0.99,160.0
14.75,80.91666666666663,2026-09-01T03:00:00Z,1.25,15.2,0.91,157.7
14.75,81.0,2026-09-01T03:00:00Z,1.3,15.5,0.86,158.3
14.833333333333329,73.0,2026-09-01T03:00:00Z,2.27,8.8,1.68,272.7
14.833333333333329,73.08333333333331,2026-09-01T03:00:00Z,2.26,8.9,1.68,272.3
14.833333333333329,73.16666666666666,2026-09-01T03:00:00Z,2.23,8.8,1.67,271.8
14.833333333333329,73.25,2026-09-01T03:00:00Z,2.15,8.8,1.65,271.8
14.833333333333329,73.33333333333331,2026-09-01T03:00:00Z,1.94,8.8,1.49,272.2
14.833333333333329,73.41666666666666,2026-09-01T03:00:00Z,1.61,9.7,1.18,275.6
14.833333333333329,73.5,2026-09-01T03:00:00Z,1.46,14.1,1.1,277.9
14.833333333333329,73.58333333333331,2026-09-01T03:00:00Z,1.54,13.9,1.2,279.7
14.833333333333329,73.66666666666666,2026-09-01T03:00:00Z,1.61,14.1,1.11,194.1
14.833333333333329,73.75,2026-09-01T03:00:00Z,1.66,14.3,1.0,194.1
14.833333333333329,73.83333333333331,2026-09-01T03:00:00Z,1.66,12.9,0.94,202.3
14.833333333333329,73.91666666666666,2026-09-01T03:00:00Z,1.64,10.4,0.98,204.8
14.833333333333329,74.0,2026-09-01T03:00:00Z,1.58,13.1,1.23,255.8
14.833333333333329,74.08333333333331,2026-09-01T03:00:00Z,1.42,10.9,1.23,269.7
14.833333333333329,80.16666666666663,2026-09-01T03:00:00Z,0.43,11.1,0.33,147.7
14.833333333333329,80.25,2026-09-01T03:00:00Z,0.58,11.5,0.48,147.7
14.833333333333329,80.33333333333331,2026-09-01T03:00:00Z,0.72,11.9,0.65,150.7
14.833333333333329,80.41666666666663,2026-09-01T03:00:00Z,0.85,12.7,0.8,153.5
14.833333333333329,80.5,2026-09-01T03:00:00Z,0.95,14.0,0.9,157.7
14.833333333333329,80.58333333333331,2026-09-01T03:00:00Z,1.01,14.5,0.96,161.5
14.833333333333329,80.66666666666663,2026-09-01T03:00:00Z,1.07,14.6,1.0,162.7
14.833333333333329,80.75,2026-09-01T03:00:00Z,1.13,14.8,0.98,162.7
14.833333333333329,80.83333333333331,2026-09-01T03:00:00Z,1.18,14.9,0.91,160.0
14.833333333333329,80.91666666666663,2026-09-01T03:00:00Z,1.23,15.0,0.86,157.7
14.833333333333329,81.0,2026-09-01T03:00:00Z,1.27,15.2,0.84,158.3
14.916666666666657,73.0,2026-09-01T03:00:00Z,2.26,8.8,1.69,271.9
14.916666666666657,73.08333333333331,2026-09-01T03:00:00Z,2.25,8.8,1.68,271.8
14.916666666666657,73.16666666666666,2026-09-01T03:00:00Z,2.21,8.8,1.69,271.9
14.916666666666657,73.25,2026-09-01T03:00:00Z,2.13,8.8,1.6,271.9
14.916666666666657,73.33333333333331,2026-09-01T03:00:00Z,2.01,8.8,1.5,264.0
14.916666666666657,73.41666666666666,2026-09-01T03:00:00Z,1.86,8.8,1.46,267.0
14.916666666666657,73.5,2026-09-01T03:00:00Z,1.71,8.8,1.47,275.9
14.916666666666657,73.58333333333331,2026-09-01T03:00:00Z,1.67,8.7,1.46,276.9
14.916666666666657,73.66666666666666,2026-09-01T03:00:00Z,1.71,8.7,1.49,277.1
14.916666666666657,73.75,2026-09-01T03:00:00Z,1.72,8.6,1.5,277.1
14.916666666666657,73.83333333333331,2026-09-01T03:00:00Z,1.7,8.6,1.47,276.5
14.916666666666657,73.91666666666666,2026-09-01T03:00:00Z,1.65,8.6,1.43,275.1
14.916666666666657,74.0,2026-09-01T03:00:00Z,1.54,8.6,1.35,272.7
14.916666666666657,80.16666666666663,2026-09-01T03:00:00Z,0.52,11.0,0.43,147.4
14.916666666666657,80.25,2026-09-01T03:00:00Z,0.64,11.6,0.58,147.4
14.916666666666657,80.33333333333331,2026-09-01T03:00:00Z,0.76,11.8,0.69,150.7
14.916666666666657,80.41666666666663,2026-09-01T03:00:00Z,0.86,12.4,0.8,153.7
14.916666666666657,80.5,2026-09-01T03:00:00Z,0.95,13.8,0.9,157.2
14.916666666666657,80.58333333333331,2026-09-01T03:00:00Z,1.01,14.3,0.95,160.6
14.916666666666657,80.66666666666663,2026-09-01T03:00:00Z,1.06,14.5,0.98,162.8
14.916666666666657,80.75,2026-09-01T03:00:00Z,1.11,14.6,0.94,162.8
14.916666666666657,80.83333333333331,2026-09-01T03:00:00Z,1.16,14.8,0.87,157.7
14.916666666666657,80.91666666666663,2026-09-01T03:00:00Z,1.21,14.9,0.84,158.1
14.916666666666657,81.0,2026-09-01T03:00:00Z,1.25,15.0,0.82,159.1
15.0,73.0,2026-09-01T03:00:00Z,2.26,8.8,1.7,271.9
15.0,73.08333333333331,2026-09-01T03:00:00Z,2.23,8.8,1.7,271.7
15.0,73.16666666666666,2026-09-01T03:00:00Z,2.2,8.8,1.7,271.4
15.0,73.25,2026-09-01T03:00:00Z,2.14,8.8,1.69,271.4
15.0,73.33333333333331,2026-09-01T03:00:00Z,2.06,8.8,1.59,269.5
15.0,73.41666666666666,2026-09-01T03:00:00Z,1.96,8.7,1.39,257.6
15.0,73.5,2026-09-01T03:00:00Z,1.87,8.7,1.37,260.2
15.0,73.58333333333331,2026-09-01T03:00:00Z,1.83,8.7,1.55,278.2
15.0,73.66666666666666,2026-09-01T03:00:00Z,1.83,8.7,1.63,275.1
15.0,73.75,2026-09-01T03:00:00Z,1.81,8.7,1.62,275.1
15.0,73.83333333333331,2026-09-01T03:00:00Z,1.76,8.6,1.56,274.9
15.0,80.16666666666663,2026-09-01T03:00:00Z,0.59,11.6,0.47,148.0
15.0,80.25,2026-09-01T03:00:00Z,0.69,11.7,0.61,148.0
15.0,80.33333333333331,2026-09-01T03:00:00Z,0.79,11.9,0.72,151.2
15.0,80.41666666666663,2026-09-01T03:00:00Z,0.88,12.4,0.8,154.0
15.0,80.5,2026-09-01T03:00:00Z,0.96,13.6,0.88,157.0
15.0,80.58333333333331,2026-09-01T03:00:00Z,1.01,14.2,0.94,159.7
15.0,80.66666666666663,2026-09-01T03:00:00Z,1.06,14.4,0.92,158.8
15.0,80.75,2026-09-01T03:00:00Z,1.1,14.5,0.9,158.8
15.0,80.83333333333331,2026-09-01T03:00:00Z,1.15,14.6,0.87,157.9
15.0,80.91666666666663,2026-09-01T03:00:00Z,1.19,14.7,0.84,158.7
15.0,81.0,2026-09-01T03:00:00Z,1.24,14.9,0.78,159.0
15.083333333333329,73.0,2026-09-01T03:00:00Z,2.25,8.8,1.7,271.8
15.083333333333329,73.08333333333331,2026-09-01T03:00:00Z,2.22,8.8,1.7,271.2
15.083333333333329,73.16666666666666,2026-09-01T03:00:00Z,2.19,8.8,1.71,271.2
15.083333333333329,73.25,2026-09-01T03:00:00Z,2.14,8.8,1.74,271.2
15.083333333333329,73.33333333333331,2026-09-01T03:00:00Z,2.08,8.8,1.75,271.6
15.083333333333329,73.41666666666666,2026-09-01T03:00:00Z,2.0,8.8,1.73,272.0
15.083333333333329,73.5,2026-09-01T03:00:00Z,1.93,8.7,1.72,272.7
15.083333333333329,73.58333333333331,2026-09-01T03:00:00Z,1.88,8.7,1.55,263.7
15.083333333333329,73.66666666666666,2026-09-01T03:00:00Z,1.85,8.7,1.41,258.8
15.083333333333329,73.75,2026-09-01T03:00:00Z,1.81,8.7,1.39,258.8
15.083333333333329,73.83333333333331,2026-09-01T03:00:00Z,1.74,8.7,1.41,269.0
15.083333333333329,80.16666666666663,2026-09-01T03:00:00Z,0.61,11.9,0.52,148.9
15.083333333333329,80.25,2026-09-01T03:00:00Z,0.72,11.9,0.64,148.9
15.083333333333329,80.33333333333331,2026-09-01T03:00:00Z,0.8,12.1,0.73,152.0
15.083333333333329,80.41666666666663,2026-09-01T03:00:00Z,0.89,12.7,0.81,154.6
15.083333333333329,80.5,2026-09-01T03:00:00Z,0.96,13.7,0.88,156.9
15.083333333333329,80.58333333333331,2026-09-01T03:00:00Z,1.02,14.1,0.94,158.9
15.083333333333329,80.66666666666663,2026-09-01T03:00:00Z,1.06,14.3,0.95,160.4
15.083333333333329,80.75,2026-09-01T03:00:00Z,1.09,14.5,0.92,160.4
15.083333333333329,80.83333333333331,2026-09-01T03:00:00Z,1.13,14.5,0.86,158.6
15.083333333333329,80.91666666666663,2026-09-01T03:00:00Z,1.18,14.6,0.81,159.3
15.083333333333329,81.0,2026-09-01T03:00:00Z,1.22,14.7,0.77,159.1
15.166666666666657,73.0,2026-09-01T03:00:00Z,2.24,8.8,1.72,271.7
15.166666666666657,73.08333333333331,2026-09-01T03:00:00Z,2.22,8.8,1.72,271.5
15.166666666666657,73.16666666666666,2026-09-01T03:00:00Z,2.18,8.8,1.74,271.3
15.166666666666657,73.25,2026-09-01T03:00:00Z,2.13,8.8,1.76,271.3
15.166666666666657,73.33333333333331,2026-09-01T03:00:00Z,2.08,8.8,1.79,271.4
15.166666666666657,73.41666666666666,2026-09-01T03:00:00Z,2.02,8.8,1.8,271.3
15.166666666666657,73.5,2026-09-01T03:00:00Z,1.95,8.8,1.79,271.7
15.166666666666657,73.58333333333331,2026-09-01T03:00:00Z,1.9,8.7,1.69,272.0
15.166666666666657,73.66666666666666,2026-09-01T03:00:00Z,1.86,8.7,1.6,271.8
15.166666666666657,73.75,2026-09-01T03:00:00Z,1.81,8.7,1.55,271.8
15.166666666666657,73.83333333333331,2026-09-01T03:00:00Z,1.76,8.7,1.53,271.1
15.166666666666657,80.16666666666663,2026-09-01T03:00:00Z,0.6,12.3,0.51,149.5
15.166666666666657,80.25,2026-09-01T03:00:00Z,0.72,12.6,0.66,149.5
15.166666666666657,80.33333333333331,2026-09-01T03:00:00Z,0.81,13.1,0.74,152.4
15.166666666666657,80.41666666666663,2026-09-01T03:00:00Z,0.88,13.5,0.81,154.9
15.166666666666657,80.5,2026-09-01T03:00:00Z,0.95,13.9,0.88,157.0
15.166666666666657,80.58333333333331,2026-09-01T03:00:00Z,1.01,14.1,0.94,158.5
15.166666666666657,80.66666666666663,2026-09-01T03:00:00Z,1.05,14.3,0.93,157.8
15.166666666666657,80.75,2026-09-01T03:00:00Z,1.08,14.4,0.9,157.8
15.166666666666657,80.83333333333331,2026-09-01T03:00:00Z,1.12,14.5,0.84,158.4
15.166666666666657,80.91666666666663,2026-09-01T03:00:00Z,1.17,14.6,0.79,159.0
15.166666666666657,81.0,2026-09-01T03:00:00Z,1.21,14.6,0.76,159.3
15.25,73.0,2026-09-01T03:00:00Z,2.25,8.8,1.73,271.7
15.25,73.08333333333331,2026-09-01T03:00:00Z,2.21,8.8,1.74,271.4
15.25,73.16666666666666,2026-09-01T03:00:00Z,2.18,8.8,1.76,271.5
15.25,73.25,2026-09-01T03:00:00Z,2.13,8.8,1.78,271.5
15.25,73.33333333333331,2026-09-01T03:00:00Z,2.08,8.8,1.8,270.9
15.25,73.41666666666666,2026-09-01T03:00:00Z,2.02,8.8,1.8,270.8
15.25,73.5,2026-09-01T03:00:00Z,1.96,8.7,1.79,271.0
15.25,73.58333333333331,2026-09-01T03:00:00Z,1.9,8.7,1.75,271.1
15.25,73.66666666666666,2026-09-01T03:00:00Z,1.86,8.7,1.7,270.7
15.25,73.75,2026-09-01T03:00:00Z,1.8,8.7,1.65,270.7
15.25,73.83333333333331,2026-09-01T03:00:00Z,1.73,8.7,1.58,269.0
15.25,80.16666666666663,2026-09-01T03:00:00Z,0.54,12.2,0.47,150.3
15.25,80.25,2026-09-01T03:00:00Z,0.66,12.6,0.61,150.3
15.25,80.33333333333331,2026-09-01T03:00:00Z,0.77,13.0,0.72,152.7
15.25,80.41666666666663,2026-09-01T03:00:00Z,0.86,13.5,0.81,155.2
15.25,80.5,2026-09-01T03:00:00Z,0.92,14.2,0.87,157.2
15.25,80.58333333333331,2026-09-01T03:00:00Z,0.99,14.1,0.93,158.8
15.25,80.66666666666663,2026-09-01T03:00:00Z,1.04,14.3,0.93,159.4
15.25,80.75,2026-09-01T03:00:00Z,1.08,14.4,0.89,159.4
15.25,80.83333333333331,2026-09-01T03:00:00Z,1.12,14.4,0.83,158.5
15.25,80.91666666666663,2026-09-01T03:00:00Z,1.16,14.5,0.77,159.1
15.25,81.0,2026-09-01T03:00:00Z,1.21,14.6,0.76,160.0
15.333333333333329,73.0,2026-09-01T03:00:00Z,2.24,8.8,1.72,271.7
15.333333333333329,73.08333333333331,2026-09-01T03:00:00Z,2.21,8.8,1.74,271.4
15.333333333333329,73.16666666666666,2026-09-01T03:00:00Z,2.17,8.8,1.77,271.5
15.333333333333329,73.25,2026-09-01T03:00:00Z,2.13,8.8,1.8,271.5
15.333333333333329,73.33333333333331,2026-09-01T03:00:00Z,2.08,8.8,1.81,270.9
15.333333333333329,73.41666666666666,2026-09-01T03:00:00Z,2.02,8.8,1.81,270.8
15.333333333333329,73.5,2026-09-01T03:00:00Z,1.95,8.7,1.78,271.0
15.333333333333329,73.58333333333331,2026-09-01T03:00:00Z,1.89,8.7,1.73,271.1
15.333333333333329,73.66666666666666,2026-09-01T03:00:00Z,1.83,8.7,1.68,270.7
15.333333333333329,73.75,2026-09-01T03:00:00Z,1.74,8.7,1.59,270.7
15.333333333333329,73.83333333333331,2026-09-01T03:00:00Z,1.6,8.7,1.44,269.0
15.333333333333329,80.16666666666663,2026-09-01T03:00:00Z,0.45,11.0,0.41,150.3
15.333333333333329,80.25,2026-09-01T03:00:00Z,0.59,11.7,0.55,150.3
15.333333333333329,80.33333333333331,2026-09-01T03:00:00Z,0.73,12.3,0.69,152.7
15.333333333333329,80.41666666666663,2026-09-01T03:00:00Z,0.83,12.9,0.79,155.2
15.333333333333329,80.5,2026-09-01T03:00:00Z,0.89,13.7,0.85,157.2
15.333333333333329,80.58333333333331,2026-09-01T03:00:00Z,0.96,13.7,0.91,158.8
15.333333333333329,80.66666666666663,2026-09-01T03:00:00Z,1.03,14.0,0.94,159.4
15.333333333333329,80.75,2026-09-01T03:00:00Z,1.08,14.3,0.9,159.4
15.333333333333329,80.83333333333331,2026-09-01T03:00:00Z,1.12,14.4,0.82,158.5
15.333333333333329,80.91666666666663,2026-09-01T03:00:00Z,1.16,14.5,0.76,159.1
15.333333333333329,81.0,2026-09-01T03:00:00Z,1.21,14.5,0.76,160.0
15.416666666666657,73.0,2026-09-01T03:00:00Z,2.24,8.8,1.7,270.6
15.416666666666657,73.08333333333331,2026-09-01T03:00:00Z,2.2,8.8,1.73,271.3
