lat,lon,timestamp,significant_wave_height_m,wave_period_s,swell_height_m,swell_direction_deg
15.666666666666657,80.58333333333331,2026-09-01T09:00:00Z,0.87,11.8,0.74,157.4
15.666666666666657,80.66666666666663,2026-09-01T09:00:00Z,0.87,11.9,0.74,161.4
15.666666666666657,80.75,2026-09-01T09:00:00Z,0.9,14.4,0.77,161.4
15.666666666666657,80.83333333333331,2026-09-01T09:00:00Z,0.97,17.3,0.86,161.7
15.666666666666657,80.91666666666663,2026-09-01T09:00:00Z,1.08,18.1,0.97,161.9
15.666666666666657,81.0,2026-09-01T09:00:00Z,1.15,18.1,0.95,167.9
15.75,73.0,2026-09-01T09:00:00Z,2.19,8.8,1.81,267.3
15.75,73.08333333333331,2026-09-01T09:00:00Z,2.15,8.7,1.81,267.1
15.75,73.16666666666666,2026-09-01T09:00:00Z,2.11,8.7,1.8,266.9
15.75,73.25,2026-09-01T09:00:00Z,2.06,8.7,1.79,266.9
15.75,73.33333333333331,2026-09-01T09:00:00Z,2.01,8.7,1.77,266.8
15.75,73.41666666666666,2026-09-01T09:00:00Z,1.95,8.7,1.74,266.3
15.75,73.5,2026-09-01T09:00:00Z,1.88,8.6,1.69,264.9
15.75,73.58333333333331,2026-09-01T09:00:00Z,1.79,8.7,1.62,262.7
15.75,73.66666666666666,2026-09-01T09:00:00Z,1.66,8.7,1.53,261.3
15.75,80.33333333333331,2026-09-01T09:00:00Z,0.53,11.9,0.43,151.0
15.75,80.41666666666663,2026-09-01T09:00:00Z,0.69,11.9,0.57,154.5
15.75,80.5,2026-09-01T09:00:00Z,0.78,11.9,0.66,157.8
15.75,80.58333333333331,2026-09-01T09:00:00Z,0.81,11.7,0.69,160.2
15.75,80.66666666666663,2026-09-01T09:00:00Z,0.79,11.7,0.67,163.7
15.75,80.75,2026-09-01T09:00:00Z,0.75,13.0,0.64,163.7
15.75,80.83333333333331,2026-09-01T09:00:00Z,0.73,14.2,0.64,167.0
15.833333333333329,73.0,2026-09-01T09:00:00Z,2.18,8.7,1.81,267.3
15.833333333333329,73.08333333333331,2026-09-01T09:00:00Z,2.14,8.7,1.81,267.1
15.833333333333329,73.16666666666666,2026-09-01T09:00:00Z,2.1,8.7,1.79,266.9
15.833333333333329,73.25,2026-09-01T09:00:00Z,2.04,8.7,1.77,266.9
15.833333333333329,73.33333333333331,2026-09-01T09:00:00Z,1.97,8.7,1.72,266.8
15.833333333333329,73.41666666666666,2026-09-01T09:00:00Z,1.87,9.0,1.63,266.3
15.833333333333329,73.5,2026-09-01T09:00:00Z,1.7,11.0,1.39,264.9
15.833333333333329,73.58333333333331,2026-09-01T09:00:00Z,1.59,11.4,1.31,262.7
15.833333333333329,80.66666666666663,2026-09-01T09:00:00Z,0.68,11.7,0.59,163.7
15.916666666666657,73.0,2026-09-01T09:00:00Z,2.17,8.7,1.82,265.2
15.916666666666657,73.08333333333331,2026-09-01T09:00:00Z,2.14,8.7,1.82,265.3
15.916666666666657,73.16666666666666,2026-09-01T09:00:00Z,2.09,8.6,1.78,265.3
15.916666666666657,73.25,2026-09-01T09:00:00Z,2.01,8.6,1.73,265.3
15.916666666666657,73.33333333333331,2026-09-01T09:00:00Z,1.91,8.6,1.66,265.8
15.916666666666657,73.41666666666666,2026-09-01T09:00:00Z,1.73,9.7,1.47,266.1
15.916666666666657,73.5,2026-09-01T09:00:00Z,1.41,14.6,0.95,258.4
16.0,73.0,2026-09-01T09:00:00Z,2.16,8.5,1.86,264.8
16.0,73.08333333333331,2026-09-01T09:00:00Z,2.12,8.5,1.84,264.2
16.0,73.16666666666666,2026-09-01T09:00:00Z,2.06,8.6,1.79,264.7
16.0,73.25,2026-09-01T09:00:00Z,1.95,8.6,1.7,264.7
16.0,73.33333333333331,2026-09-01T09:00:00Z,1.84,8.6,1.62,265.0
16.0,73.41666666666666,2026-09-01T09:00:00Z,1.69,8.6,1.52,265.6
16.0,73.5,2026-09-01T09:00:00Z,1.37,8.6,1.28,266.1
13.0,73.0,2026-09-01T12:00:00Z,2.05,16.9,1.56,280.2
13.0,73.08333333333331,2026-09-01T12:00:00Z,2.05,16.9,1.56,280.0
13.0,73.16666666666666,2026-09-01T12:00:00Z,2.05,16.9,1.55,279.5
13.0,73.25,2026-09-01T12:00:00Z,2.05,16.9,1.56,279.5
13.0,73.33333333333331,2026-09-01T12:00:00Z,2.04,16.9,1.57,279.6
13.0,73.41666666666666,2026-09-01T12:00:00Z,2.04,17.0,1.58,279.8
13.0,73.5,2026-09-01T12:00:00Z,2.03,17.0,1.59,279.8
13.0,73.58333333333331,2026-09-01T12:00:00Z,2.02,17.0,1.61,280.2
13.0,73.66666666666666,2026-09-01T12:00:00Z,2.02,17.0,1.63,280.8
13.0,73.75,2026-09-01T12:00:00Z,2.01,17.0,1.63,280.8
13.0,73.83333333333331,2026-09-01T12:00:00Z,2.01,17.1,1.63,281.1
13.0,73.91666666666666,2026-09-01T12:00:00Z,2.0,17.1,1.62,281.0
13.0,74.0,2026-09-01T12:00:00Z,1.98,17.1,1.6,281.1
13.0,74.08333333333331,2026-09-01T12:00:00Z,1.96,17.0,1.59,280.8
13.0,74.16666666666666,2026-09-01T12:00:00Z,1.93,16.8,1.57,280.4
13.0,74.25,2026-09-01T12:00:00Z,1.9,12.8,1.55,280.4
13.0,74.33333333333331,2026-09-01T12:00:00Z,1.86,8.9,1.54,280.0
13.0,74.41666666666666,2026-09-01T12:00:00Z,1.81,8.8,1.53,279.8
13.0,74.5,2026-09-01T12:00:00Z,1.78,8.8,1.51,279.5
13.0,74.58333333333331,2026-09-01T12:00:00Z,1.74,8.8,1.5,279.1
13.0,74.66666666666666,2026-09-01T12:00:00Z,1.69,8.8,1.48,278.4
13.0,74.75,2026-09-01T12:00:00Z,1.6,8.8,1.42,278.4
13.0,80.33333333333331,2026-09-01T12:00:00Z,0.76,11.8,0.76,144.2
13.0,80.41666666666663,2026-09-01T12:00:00Z,0.95,12.3,0.94,149.1
13.0,80.5,2026-09-01T12:00:00Z,1.04,12.5,0.99,150.8
13.0,80.58333333333331,2026-09-01T12:00:00Z,1.08,12.7,1.0,150.3
13.0,80.66666666666663,2026-09-01T12:00:00Z,1.11,12.8,1.01,151.3
13.0,80.75,2026-09-01T12:00:00Z,1.14,12.9,1.02,151.3
13.0,80.83333333333331,2026-09-01T12:00:00Z,1.15,13.0,1.03,152.0
13.0,80.91666666666663,2026-09-01T12:00:00Z,1.16,13.1,1.03,152.8
13.0,81.0,2026-09-01T12:00:00Z,1.17,13.2,1.03,153.4
13.083333333333329,73.0,2026-09-01T12:00:00Z,2.06,17.0,1.58,279.6
13.083333333333329,73.08333333333331,2026-09-01T12:00:00Z,2.06,17.0,1.58,279.6
13.083333333333329,73.16666666666666,2026-09-01T12:00:00Z,2.06,16.9,1.58,279.6
13.083333333333329,73.25,2026-09-01T12:00:00Z,2.05,16.9,1.58,279.6
13.083333333333329,73.33333333333331,2026-09-01T12:00:00Z,2.05,17.0,1.59,279.5
13.083333333333329,73.41666666666666,2026-09-01T12:00:00Z,2.04,17.0,1.6,279.7
13.083333333333329,73.5,2026-09-01T12:00:00Z,2.03,17.0,1.61,279.8
13.083333333333329,73.58333333333331,2026-09-01T12:00:00Z,2.02,17.0,1.62,280.4
13.083333333333329,73.66666666666666,2026-09-01T12:00:00Z,2.02,17.0,1.64,280.8
13.083333333333329,73.75,2026-09-01T12:00:00Z,2.01,17.0,1.64,280.8
13.083333333333329,73.83333333333331,2026-09-01T12:00:00Z,2.0,17.0,1.63,281.1
13.083333333333329,73.91666666666666,2026-09-01T12:00:00Z,1.99,17.0,1.62,281.2
13.083333333333329,74.0,2026-09-01T12:00:00Z,1.97,17.0,1.6,281.0
13.083333333333329,74.08333333333331,2026-09-01T12:00:00Z,1.94,13.3,1.59,280.5
13.083333333333329,74.16666666666666,2026-09-01T12:00:00Z,1.92,11.0,1.57,279.8
13.083333333333329,74.25,2026-09-01T12:00:00Z,1.88,9.5,1.56,279.8
13.083333333333329,74.33333333333331,2026-09-01T12:00:00Z,1.84,8.8,1.54,279.5
13.083333333333329,74.41666666666666,2026-09-01T12:00:00Z,1.81,8.8,1.53,279.2
13.083333333333329,74.5,2026-09-01T12:00:00Z,1.77,8.8,1.52,278.9
13.083333333333329,74.58333333333331,2026-09-01T12:00:00Z,1.74,8.8,1.5,278.5
13.083333333333329,74.66666666666666,2026-09-01T12:00:00Z,1.69,8.8,1.47,277.2
13.083333333333329,74.75,2026-09-01T12:00:00Z,1.64,8.8,1.44,277.2
13.083333333333329,80.33333333333331,2026-09-01T12:00:00Z,0.7,12.4,0.69,144.6
13.083333333333329,80.41666666666663,2026-09-01T12:00:00Z,0.97,12.4,0.96,149.0
13.083333333333329,80.5,2026-09-01T12:00:00Z,1.03,12.6,0.97,149.2
13.083333333333329,80.58333333333331,2026-09-01T12:00:00Z,1.08,12.7,0.99,150.8
13.083333333333329,80.66666666666663,2026-09-01T12:00:00Z,1.11,12.8,1.01,151.8
13.083333333333329,80.75,2026-09-01T12:00:00Z,1.13,12.9,1.02,151.8
13.083333333333329,80.83333333333331,2026-09-01T12:00:00Z,1.15,13.0,1.03,152.5
13.083333333333329,80.91666666666663,2026-09-01T12:00:00Z,1.16,13.1,1.03,153.3
13.083333333333329,81.0,2026-09-01T12:00:00Z,1.17,13.3,1.03,153.5
13.166666666666657,73.0,2026-09-01T12:00:00Z,2.06,17.0,1.6,279.1
13.166666666666657,73.08333333333331,2026-09-01T12:00:00Z,2.06,17.0,1.6,279.1
13.166666666666657,73.16666666666666,2026-09-01T12:00:00Z,2.06,17.0,1.6,279.0
13.166666666666657,73.25,2026-09-01T12:00:00Z,2.06,17.0,1.6,279.0
13.166666666666657,73.33333333333331,2026-09-01T12:00:00Z,2.05,17.0,1.61,279.1
13.166666666666657,73.41666666666666,2026-09-01T12:00:00Z,2.04,17.0,1.62,279.1
13.166666666666657,73.5,2026-09-01T12:00:00Z,2.03,17.0,1.62,279.4
13.166666666666657,73.58333333333331,2026-09-01T12:00:00Z,2.02,17.0,1.64,279.9
13.166666666666657,73.66666666666666,2026-09-01T12:00:00Z,2.01,17.0,1.64,280.4
13.166666666666657,73.75,2026-09-01T12:00:00Z,2.0,17.0,1.64,280.4
13.166666666666657,73.83333333333331,2026-09-01T12:00:00Z,1.99,15.7,1.63,280.6
13.166666666666657,73.91666666666666,2026-09-01T12:00:00Z,1.97,13.0,1.62,280.5
13.166666666666657,74.0,2026-09-01T12:00:00Z,1.95,11.7,1.6,280.1
13.166666666666657,74.08333333333331,2026-09-01T12:00:00Z,1.93,10.2,1.59,279.6
13.166666666666657,74.16666666666666,2026-09-01T12:00:00Z,1.9,9.2,1.57,279.2
13.166666666666657,74.25,2026-09-01T12:00:00Z,1.87,8.8,1.55,279.2
13.166666666666657,74.33333333333331,2026-09-01T12:00:00Z,1.83,8.8,1.53,279.0
13.166666666666657,74.41666666666666,2026-09-01T12:00:00Z,1.8,8.8,1.52,278.7
13.166666666666657,74.5,2026-09-01T12:00:00Z,1.77,8.8,1.51,278.4
13.166666666666657,74.58333333333331,2026-09-01T12:00:00Z,1.73,8.8,1.49,277.8
13.166666666666657,74.66666666666666,2026-09-01T12:00:00Z,1.67,8.8,1.45,276.4
13.166666666666657,74.75,2026-09-01T12:00:00Z,1.61,8.8,1.42,276.4
13.166666666666657,80.33333333333331,2026-09-01T12:00:00Z,0.64,12.8,0.57,142.7
13.166666666666657,80.41666666666663,2026-09-01T12:00:00Z,0.96,12.7,0.88,146.4
13.166666666666657,80.5,2026-09-01T12:00:00Z,1.02,12.6,0.95,149.5
13.166666666666657,80.58333333333331,2026-09-01T12:00:00Z,1.07,12.7,0.98,151.2
13.166666666666657,80.66666666666663,2026-09-01T12:00:00Z,1.1,12.8,1.0,152.2
13.166666666666657,80.75,2026-09-01T12:00:00Z,1.13,12.9,1.02,152.2
13.166666666666657,80.83333333333331,2026-09-01T12:00:00Z,1.14,13.0,1.05,153.1
13.166666666666657,80.91666666666663,2026-09-01T12:00:00Z,1.15,13.2,1.08,160.5
13.166666666666657,81.0,2026-09-01T12:00:00Z,1.17,13.3,1.01,155.8
13.25,73.0,2026-09-01T12:00:00Z,2.07,17.0,1.62,279.3
13.25,73.08333333333331,2026-09-01T12:00:00Z,2.07,17.0,1.62,279.2
13.25,73.16666666666666,2026-09-01T12:00:00Z,2.07,17.0,1.62,279.0
13.25,73.25,2026-09-01T12:00:00Z,2.06,17.0,1.62,279.0
13.25,73.33333333333331,2026-09-01T12:00:00Z,2.06,17.0,1.62,278.9
13.25,73.41666666666666,2026-09-01T12:00:00Z,2.05,17.0,1.63,278.9
13.25,73.5,2026-09-01T12:00:00Z,2.04,17.0,1.64,279.1
13.25,73.58333333333331,2026-09-01T12:00:00Z,2.02,17.0,1.65,279.3
13.25,73.66666666666666,2026-09-01T12:00:00Z,2.01,16.1,1.65,279.5
13.25,73.75,2026-09-01T12:00:00Z,1.99,14.3,1.64,279.5
13.25,73.83333333333331,2026-09-01T12:00:00Z,1.97,12.1,1.63,279.5
13.25,73.91666666666666,2026-09-01T12:00:00Z,1.96,10.0,1.62,279.3
13.25,74.0,2026-09-01T12:00:00Z,1.94,9.0,1.61,279.1
13.25,74.08333333333331,2026-09-01T12:00:00Z,1.92,9.0,1.59,278.8
13.25,74.16666666666666,2026-09-01T12:00:00Z,1.89,8.9,1.57,278.4
13.25,74.25,2026-09-01T12:00:00Z,1.85,8.8,1.54,278.4
13.25,74.33333333333331,2026-09-01T12:00:00Z,1.81,8.7,1.51,278.3
13.25,74.41666666666666,2026-09-01T12:00:00Z,1.78,8.7,1.5,278.1
13.25,74.5,2026-09-01T12:00:00Z,1.75,8.7,1.5,277.9
13.25,74.58333333333331,2026-09-01T12:00:00Z,1.7,8.7,1.47,277.4
13.25,74.66666666666666,2026-09-01T12:00:00Z,1.64,8.8,1.42,275.8
13.25,80.33333333333331,2026-09-01T12:00:00Z,0.64,12.9,0.55,143.8
13.25,80.41666666666663,2026-09-01T12:00:00Z,0.9,12.9,0.82,147.7
13.25,80.5,2026-09-01T12:00:00Z,1.01,12.8,0.96,150.8
13.25,80.58333333333331,2026-09-01T12:00:00Z,1.06,12.8,0.97,151.5
13.25,80.66666666666663,2026-09-01T12:00:00Z,1.09,12.8,1.0,152.7
13.25,80.75,2026-09-01T12:00:00Z,1.12,13.0,1.01,152.7
13.25,80.83333333333331,2026-09-01T12:00:00Z,1.14,13.1,1.03,153.1
13.25,80.91666666666663,2026-09-01T12:00:00Z,1.15,13.2,1.04,153.7
13.25,81.0,2026-09-01T12:00:00Z,1.16,13.3,0.98,155.1
13.333333333333329,73.0,2026-09-01T12:00:00Z,2.08,17.0,1.65,279.3
13.333333333333329,73.08333333333331,2026-09-01T12:00:00Z,2.08,17.0,1.65,279.2
13.333333333333329,73.16666666666666,2026-09-01T12:00:00Z,2.08,17.0,1.64,279.0
13.333333333333329,73.25,2026-09-01T12:00:00Z,2.07,17.0,1.64,279.0
13.333333333333329,73.33333333333331,2026-09-01T12:00:00Z,2.06,17.0,1.64,278.9
13.333333333333329,73.41666666666666,2026-09-01T12:00:00Z,2.06,17.0,1.65,278.9
13.333333333333329,73.5,2026-09-01T12:00:00Z,2.04,17.0,1.65,279.1
13.333333333333329,73.58333333333331,2026-09-01T12:00:00Z,2.03,17.0,1.66,279.3
13.333333333333329,73.66666666666666,2026-09-01T12:00:00Z,2.01,14.1,1.66,279.5
13.333333333333329,73.75,2026-09-01T12:00:00Z,1.99,10.9,1.65,279.5
13.333333333333329,73.83333333333331,2026-09-01T12:00:00Z,1.97,9.1,1.64,279.5
13.333333333333329,73.91666666666666,2026-09-01T12:00:00Z,1.95,9.0,1.63,279.3
13.333333333333329,74.0,2026-09-01T12:00:00Z,1.94,9.0,1.62,279.1
13.333333333333329,74.08333333333331,2026-09-01T12:00:00Z,1.92,9.0,1.6,278.8
13.333333333333329,74.16666666666666,2026-09-01T12:00:00Z,1.89,8.9,1.57,278.4
13.333333333333329,74.25,2026-09-01T12:00:00Z,1.84,8.8,1.54,278.4
13.333333333333329,74.33333333333331,2026-09-01T12:00:00Z,1.8,8.8,1.51,278.3
13.333333333333329,74.41666666666666,2026-09-01T12:00:00Z,1.76,8.7,1.5,278.1
13.333333333333329,74.5,2026-09-01T12:00:00Z,1.73,8.7,1.49,277.9
13.333333333333329,74.58333333333331,2026-09-01T12:00:00Z,1.68,8.7,1.45,277.4
13.333333333333329,74.66666666666666,2026-09-01T12:00:00Z,1.57,8.8,1.36,275.8
13.333333333333329,80.41666666666663,2026-09-01T12:00:00Z,0.83,12.5,0.73,147.7
13.333333333333329,80.5,2026-09-01T12:00:00Z,0.99,12.9,0.94,150.8
13.333333333333329,80.58333333333331,2026-09-01T12:00:00Z,1.04,12.6,0.96,151.5
13.333333333333329,80.66666666666663,2026-09-01T12:00:00Z,1.08,12.8,0.99,152.7
13.333333333333329,80.75,2026-09-01T12:00:00Z,1.11,13.0,1.0,152.7
13.333333333333329,80.83333333333331,2026-09-01T12:00:00Z,1.13,13.1,0.99,153.1
13.333333333333329,80.91666666666663,2026-09-01T12:00:00Z,1.15,13.2,0.97,153.7
13.333333333333329,81.0,2026-09-01T12:00:00Z,1.16,13.3,0.96,155.1
13.416666666666657,73.0,2026-09-01T12:00:00Z,2.1,17.1,1.67,279.3
13.416666666666657,73.08333333333331,2026-09-01T12:00:00Z,2.09,17.0,1.67,278.7
13.416666666666657,73.16666666666666,2026-09-01T12:00:00Z,2.09,17.0,1.67,278.2
13.416666666666657,73.25,2026-09-01T12:00:00Z,2.08,17.0,1.66,278.2
13.416666666666657,73.33333333333331,2026-09-01T12:00:00Z,2.08,17.0,1.66,277.7
13.416666666666657,73.41666666666666,2026-09-01T12:00:00Z,2.07,17.0,1.66,278.1
13.416666666666657,73.5,2026-09-01T12:00:00Z,2.05,17.0,1.67,278.3
13.416666666666657,73.58333333333331,2026-09-01T12:00:00Z,2.04,15.9,1.67,278.7
13.416666666666657,73.66666666666666,2026-09-01T12:00:00Z,2.02,11.6,1.67,278.8
13.416666666666657,73.75,2026-09-01T12:00:00Z,1.99,9.3,1.66,278.8
13.416666666666657,73.83333333333331,2026-09-01T12:00:00Z,1.97,9.1,1.66,278.8
13.416666666666657,73.91666666666666,2026-09-01T12:00:00Z,1.96,9.0,1.65,278.8
13.416666666666657,74.0,2026-09-01T12:00:00Z,1.94,9.0,1.63,278.5
13.416666666666657,74.08333333333331,2026-09-01T12:00:00Z,1.92,9.0,1.62,278.1
13.416666666666657,74.16666666666666,2026-09-01T12:00:00Z,1.89,8.9,1.59,277.6
13.416666666666657,74.25,2026-09-01T12:00:00Z,1.85,8.9,1.56,277.6
13.416666666666657,74.33333333333331,2026-09-01T12:00:00Z,1.81,8.8,1.53,277.3
13.416666666666657,74.41666666666666,2026-09-01T12:00:00Z,1.77,8.8,1.52,277.3
13.416666666666657,74.5,2026-09-01T12:00:00Z,1.73,8.8,1.5,277.2
13.416666666666657,74.58333333333331,2026-09-01T12:00:00Z,1.69,8.8,1.46,276.7
13.416666666666657,80.41666666666663,2026-09-01T12:00:00Z,0.78,11.8,0.59,146.1
13.416666666666657,80.5,2026-09-01T12:00:00Z,0.95,12.9,0.89,149.9
13.416666666666657,80.58333333333331,2026-09-01T12:00:00Z,1.02,12.3,0.93,151.9
13.416666666666657,80.66666666666663,2026-09-01T12:00:00Z,1.08,12.7,0.97,153.1
13.416666666666657,80.75,2026-09-01T12:00:00Z,1.11,13.0,0.97,153.1
13.416666666666657,80.83333333333331,2026-09-01T12:00:00Z,1.13,13.2,0.95,153.7
13.416666666666657,80.91666666666663,2026-09-01T12:00:00Z,1.14,13.2,0.96,154.5
13.416666666666657,81.0,2026-09-01T12:00:00Z,1.16,13.3,0.96,155.5
13.5,73.0,2026-09-01T12:00:00Z,2.12,17.1,1.68,278.6
13.5,73.08333333333331,2026-09-01T12:00:00Z,2.12,17.0,1.7,278.2
13.5,73.16666666666666,2026-09-01T12:00:00Z,2.12,17.0,1.7,277.7
13.5,73.25,2026-09-01T12:00:00Z,2.11,17.0,1.69,277.7
13.5,73.33333333333331,2026-09-01T12:00:00Z,2.09,17.0,1.68,277.6
13.5,73.41666666666666,2026-09-01T12:00:00Z,2.07,17.0,1.68,277.7
13.5,73.5,2026-09-01T12:00:00Z,2.06,17.0,1.69,278.1
13.5,73.58333333333331,2026-09-01T12:00:00Z,2.04,10.7,1.68,278.1
13.5,73.66666666666666,2026-09-01T12:00:00Z,2.02,9.2,1.67,278.3
13.5,73.75,2026-09-01T12:00:00Z,2.0,9.1,1.67,278.3
13.5,73.83333333333331,2026-09-01T12:00:00Z,1.98,9.1,1.67,278.3
13.5,73.91666666666666,2026-09-01T12:00:00Z,1.97,9.1,1.66,278.1
13.5,74.0,2026-09-01T12:00:00Z,1.95,9.0,1.64,277.9
13.5,74.08333333333331,2026-09-01T12:00:00Z,1.92,9.0,1.62,277.5
13.5,74.16666666666666,2026-09-01T12:00:00Z,1.89,8.9,1.6,277.1
13.5,74.25,2026-09-01T12:00:00Z,1.86,8.9,1.58,277.1
13.5,74.33333333333331,2026-09-01T12:00:00Z,1.83,8.9,1.56,276.8
13.5,74.41666666666666,2026-09-01T12:00:00Z,1.79,8.9,1.54,276.6
13.5,74.5,2026-09-01T12:00:00Z,1.76,8.8,1.52,276.5
13.5,74.58333333333331,2026-09-01T12:00:00Z,1.72,8.8,1.5,275.7
13.5,80.41666666666663,2026-09-01T12:00:00Z,0.77,12.5,0.56,145.1
13.5,80.5,2026-09-01T12:00:00Z,0.94,12.4,0.87,150.1
13.5,80.58333333333331,2026-09-01T12:00:00Z,1.0,12.1,0.92,152.4
13.5,80.66666666666663,2026-09-01T12:00:00Z,1.07,12.7,0.93,153.4
13.5,80.75,2026-09-01T12:00:00Z,1.11,13.1,0.94,153.4
13.5,80.83333333333331,2026-09-01T12:00:00Z,1.13,13.2,0.95,154.2
13.5,80.91666666666663,2026-09-01T12:00:00Z,1.14,13.2,0.96,155.0
13.5,81.0,2026-09-01T12:00:00Z,1.16,13.3,0.96,156.0
13.583333333333329,73.0,2026-09-01T12:00:00Z,2.14,17.1,1.66,277.4
13.583333333333329,73.08333333333331,2026-09-01T12:00:00Z,2.14,17.0,1.7,277.9
13.583333333333329,73.16666666666666,2026-09-01T12:00:00Z,2.13,17.0,1.71,278.1
13.583333333333329,73.25,2026-09-01T12:00:00Z,2.11,17.0,1.71,278.1
13.583333333333329,73.33333333333331,2026-09-01T12:00:00Z,2.1,15.7,1.71,278.0
13.583333333333329,73.41666666666666,2026-09-01T12:00:00Z,2.09,12.6,1.7,277.6
13.583333333333329,73.5,2026-09-01T12:00:00Z,2.07,10.5,1.69,277.3
13.583333333333329,73.58333333333331,2026-09-01T12:00:00Z,2.05,9.4,1.68,277.4
13.583333333333329,73.66666666666666,2026-09-01T12:00:00Z,2.03,9.1,1.68,277.6
13.583333333333329,73.75,2026-09-01T12:00:00Z,2.01,9.1,1.68,277.6
13.583333333333329,73.83333333333331,2026-09-01T12:00:00Z,1.99,9.1,1.67,277.6
13.583333333333329,73.91666666666666,2026-09-01T12:00:00Z,1.97,9.1,1.67,277.5
13.583333333333329,74.0,2026-09-01T12:00:00Z,1.95,9.0,1.65,277.2
13.583333333333329,74.08333333333331,2026-09-01T12:00:00Z,1.92,9.0,1.63,276.8
13.583333333333329,74.16666666666666,2026-09-01T12:00:00Z,1.89,9.0,1.61,276.5
13.583333333333329,74.25,2026-09-01T12:00:00Z,1.86,8.9,1.59,276.5
13.583333333333329,74.33333333333331,2026-09-01T12:00:00Z,1.83,8.9,1.57,276.3
13.583333333333329,74.41666666666666,2026-09-01T12:00:00Z,1.8,8.9,1.56,276.0
13.583333333333329,74.5,2026-09-01T12:00:00Z,1.77,8.9,1.53,275.7
13.583333333333329,74.58333333333331,2026-09-01T12:00:00Z,1.71,8.9,1.49,274.6
13.583333333333329,80.41666666666663,2026-09-01T12:00:00Z,0.77,12.5,0.6,145.3
13.583333333333329,80.5,2026-09-01T12:00:00Z,0.92,12.4,0.87,152.0
13.583333333333329,80.58333333333331,2026-09-01T12:00:00Z,1.0,12.4,0.92,153.7
13.583333333333329,80.66666666666663,2026-09-01T12:00:00Z,1.07,12.7,0.93,153.7
13.583333333333329,80.75,2026-09-01T12:00:00Z,1.1,13.1,0.94,153.7
13.583333333333329,80.83333333333331,2026-09-01T12:00:00Z,1.13,13.2,0.95,154.6
13.583333333333329,80.91666666666663,2026-09-01T12:00:00Z,1.14,13.3,0.96,155.4
13.583333333333329,81.0,2026-09-01T12:00:00Z,1.16,13.4,0.96,156.4
13.666666666666657,73.0,2026-09-01T12:00:00Z,2.15,17.1,1.65,276.5
13.666666666666657,73.08333333333331,2026-09-01T12:00:00Z,2.15,17.0,1.69,277.3
13.666666666666657,73.16666666666666,2026-09-01T12:00:00Z,2.14,16.1,1.72,277.9
13.666666666666657,73.25,2026-09-01T12:00:00Z,2.12,13.7,1.73,277.9
13.666666666666657,73.33333333333331,2026-09-01T12:00:00Z,2.11,11.3,1.72,277.8
13.666666666666657,73.41666666666666,2026-09-01T12:00:00Z,2.09,10.0,1.71,277.4
13.666666666666657,73.5,2026-09-01T12:00:00Z,2.08,9.2,1.69,276.9
13.666666666666657,73.58333333333331,2026-09-01T12:00:00Z,2.06,9.1,1.69,276.7
13.666666666666657,73.66666666666666,2026-09-01T12:00:00Z,2.04,9.1,1.69,276.7
13.666666666666657,73.75,2026-09-01T12:00:00Z,2.02,9.1,1.68,276.7
13.666666666666657,73.83333333333331,2026-09-01T12:00:00Z,1.99,9.1,1.68,276.9
13.666666666666657,73.91666666666666,2026-09-01T12:00:00Z,1.96,9.0,1.66,276.9
13.666666666666657,74.0,2026-09-01T12:00:00Z,1.93,9.0,1.65,276.7
13.666666666666657,74.08333333333331,2026-09-01T12:00:00Z,1.91,9.0,1.63,276.3
13.666666666666657,74.16666666666666,2026-09-01T12:00:00Z,1.89,9.0,1.61,275.9
13.666666666666657,74.25,2026-09-01T12:00:00Z,1.87,8.9,1.6,275.9
13.666666666666657,74.33333333333331,2026-09-01T12:00:00Z,1.84,8.9,1.58,275.6
13.666666666666657,74.41666666666666,2026-09-01T12:00:00Z,1.81,8.9,1.56,275.3
13.666666666666657,74.5,2026-09-01T12:00:00Z,1.78,8.9,1.54,274.8
13.666666666666657,74.58333333333331,2026-09-01T12:00:00Z,1.7,8.9,1.47,273.3
13.666666666666657,74.66666666666666,2026-09-01T12:00:00Z,1.33,7.9,1.12,270.8
13.666666666666657,80.33333333333331,2026-09-01T12:00:00Z,0.55,12.5,0.4,143.5
13.666666666666657,80.41666666666663,2026-09-01T12:00:00Z,0.73,12.4,0.6,145.9
13.666666666666657,80.5,2026-09-01T12:00:00Z,0.93,12.2,0.89,151.7
13.666666666666657,80.58333333333331,2026-09-01T12:00:00Z,1.01,12.5,0.92,152.4
13.666666666666657,80.66666666666663,2026-09-01T12:00:00Z,1.07,12.8,0.93,154.1
13.666666666666657,80.75,2026-09-01T12:00:00Z,1.11,13.1,0.94,154.1
13.666666666666657,80.83333333333331,2026-09-01T12:00:00Z,1.13,13.3,0.95,155.0
13.666666666666657,80.91666666666663,2026-09-01T12:00:00Z,1.14,13.3,0.96,155.8
13.666666666666657,81.0,2026-09-01T12:00:00Z,1.16,13.4,0.96,156.6
13.75,73.0,2026-09-01T12:00:00Z,2.16,17.1,1.65,275.6
13.75,73.08333333333331,2026-09-01T12:00:00Z,2.16,14.1,1.68,275.9
13.75,73.16666666666666,2026-09-01T12:00:00Z,2.15,12.6,1.71,277.0
13.75,73.25,2026-09-01T12:00:00Z,2.13,10.6,1.73,277.0
13.75,73.33333333333331,2026-09-01T12:00:00Z,2.12,9.2,1.73,277.1
