lat,lon,timestamp,wind_speed_kmh,wind_direction_deg,gust_speed_kmh
13.5625,79.3125,2026-09-01T00:00:00Z,11.08,294.6,14.96
13.5625,79.4375,2026-09-01T00:00:00Z,7.36,283.3,9.94
13.5625,79.5625,2026-09-01T00:00:00Z,5.19,267.6,7.0
13.5625,79.6875,2026-09-01T00:00:00Z,4.24,257.3,5.73
13.5625,79.8125,2026-09-01T00:00:00Z,3.28,266.2,4.43
13.5625,79.9375,2026-09-01T00:00:00Z,3.27,277.6,4.41
13.5625,80.0625,2026-09-01T00:00:00Z,6.39,255.7,8.63
13.5625,80.1875,2026-09-01T00:00:00Z,11.2,239.5,15.12
13.5625,80.3125,2026-09-01T00:00:00Z,16.6,221.6,22.41
13.5625,80.4375,2026-09-01T00:00:00Z,17.27,210.8,23.32
13.5625,80.5625,2026-09-01T00:00:00Z,20.83,200.2,28.12
13.5625,80.6875,2026-09-01T00:00:00Z,24.02,194.8,32.43
13.5625,80.8125,2026-09-01T00:00:00Z,25.72,193.0,34.72
13.5625,80.9375,2026-09-01T00:00:00Z,27.15,193.6,36.65
13.6875,73.0625,2026-09-01T00:00:00Z,28.2,290.2,38.07
13.6875,73.1875,2026-09-01T00:00:00Z,28.22,291.6,38.09
13.6875,73.3125,2026-09-01T00:00:00Z,26.54,292.7,35.83
13.6875,73.4375,2026-09-01T00:00:00Z,22.96,292.8,31.0
13.6875,73.5625,2026-09-01T00:00:00Z,19.54,294.7,26.38
13.6875,73.6875,2026-09-01T00:00:00Z,19.37,312.0,26.15
13.6875,73.8125,2026-09-01T00:00:00Z,18.91,312.4,25.53
13.6875,73.9375,2026-09-01T00:00:00Z,15.61,313.8,21.07
13.6875,74.0625,2026-09-01T00:00:00Z,9.96,321.0,13.44
13.6875,74.1875,2026-09-01T00:00:00Z,3.69,321.3,4.98
13.6875,74.3125,2026-09-01T00:00:00Z,7.04,274.1,9.5
13.6875,74.4375,2026-09-01T00:00:00Z,15.42,277.2,20.82
13.6875,74.5625,2026-09-01T00:00:00Z,7.38,253.0,9.96
13.6875,74.6875,2026-09-01T00:00:00Z,2.95,192.7,3.99
13.6875,74.8125,2026-09-01T00:00:00Z,2.8,148.2,3.78
13.6875,74.9375,2026-09-01T00:00:00Z,2.42,175.7,3.27
13.6875,75.0625,2026-09-01T00:00:00Z,4.07,226.4,5.5
13.6875,75.1875,2026-09-01T00:00:00Z,6.1,237.5,8.24
13.6875,75.3125,2026-09-01T00:00:00Z,6.75,225.2,9.11
13.6875,75.4375,2026-09-01T00:00:00Z,7.64,225.4,10.31
13.6875,75.5625,2026-09-01T00:00:00Z,8.45,229.7,11.41
13.6875,75.6875,2026-09-01T00:00:00Z,9.17,233.9,12.38
13.6875,75.8125,2026-09-01T00:00:00Z,12.71,260.4,17.15
13.6875,75.9375,2026-09-01T00:00:00Z,14.7,271.8,19.84
13.6875,76.0625,2026-09-01T00:00:00Z,14.41,277.3,19.45
13.6875,76.1875,2026-09-01T00:00:00Z,12.85,278.5,17.35
13.6875,76.3125,2026-09-01T00:00:00Z,12.26,276.9,16.55
13.6875,76.4375,2026-09-01T00:00:00Z,12.61,274.9,17.02
13.6875,76.5625,2026-09-01T00:00:00Z,12.64,272.0,17.07
13.6875,76.6875,2026-09-01T00:00:00Z,11.85,267.7,16.0
13.6875,76.8125,2026-09-01T00:00:00Z,10.71,266.7,14.46
13.6875,76.9375,2026-09-01T00:00:00Z,10.88,267.3,14.69
13.6875,77.0625,2026-09-01T00:00:00Z,12.46,268.2,16.82
13.6875,77.1875,2026-09-01T00:00:00Z,14.84,268.6,20.03
13.6875,77.3125,2026-09-01T00:00:00Z,14.66,268.6,19.79
13.6875,77.4375,2026-09-01T00:00:00Z,11.1,264.4,14.99
13.6875,77.5625,2026-09-01T00:00:00Z,10.2,260.0,13.77
13.6875,77.6875,2026-09-01T00:00:00Z,12.55,261.6,16.95
