lat,lon,timestamp,current_speed_ms,current_direction_deg
14.0,80.833336,2026-09-01T00:00:00Z,0.58,348.7
14.0,80.916664,2026-09-01T00:00:00Z,0.52,346.8
14.0,81.0,2026-09-01T00:00:00Z,0.48,344.1
14.083333,73.0,2026-09-01T00:00:00Z,0.13,192.9
14.083333,73.083336,2026-09-01T00:00:00Z,0.18,192.6
14.083333,73.166664,2026-09-01T00:00:00Z,0.24,191.7
14.083333,73.25,2026-09-01T00:00:00Z,0.28,191.3
14.083333,73.333336,2026-09-01T00:00:00Z,0.3,190.6
14.083333,73.416664,2026-09-01T00:00:00Z,0.27,193.7
14.083333,73.5,2026-09-01T00:00:00Z,0.25,196.6
14.083333,73.583336,2026-09-01T00:00:00Z,0.21,196.4
14.083333,73.666664,2026-09-01T00:00:00Z,0.19,198.5
14.083333,73.75,2026-09-01T00:00:00Z,0.15,205.7
14.083333,73.833336,2026-09-01T00:00:00Z,0.13,209.2
14.083333,73.916664,2026-09-01T00:00:00Z,0.14,203.8
14.083333,74.0,2026-09-01T00:00:00Z,0.12,200.8
14.083333,74.083336,2026-09-01T00:00:00Z,0.1,199.7
14.083333,74.166664,2026-09-01T00:00:00Z,0.09,204.6
14.083333,74.25,2026-09-01T00:00:00Z,0.14,207.1
14.083333,74.333336,2026-09-01T00:00:00Z,0.2,203.6
14.083333,74.416664,2026-09-01T00:00:00Z,0.16,211.4
14.083333,74.5,2026-09-01T00:00:00Z,0.09,246.9
14.083333,80.166664,2026-09-01T00:00:00Z,0.02,25.2
14.083333,80.25,2026-09-01T00:00:00Z,0.03,29.5
14.083333,80.333336,2026-09-01T00:00:00Z,0.13,6.9
14.083333,80.416664,2026-09-01T00:00:00Z,0.49,358.4
14.083333,80.5,2026-09-01T00:00:00Z,0.89,357.7
14.083333,80.583336,2026-09-01T00:00:00Z,0.78,356.7
14.083333,80.666664,2026-09-01T00:00:00Z,0.7,354.8
14.083333,80.75,2026-09-01T00:00:00Z,0.63,352.7
14.083333,80.833336,2026-09-01T00:00:00Z,0.57,350.4
14.083333,80.916664,2026-09-01T00:00:00Z,0.52,348.6
14.083333,81.0,2026-09-01T00:00:00Z,0.47,346.1
